Pokedex Number,Base Pokemon,Variant Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Mega,Paradox,Legendary,Pseudo-legendary,Ultrabeast,Regional Form,Mythical,img_name
938,Tadbulb,Tadbulb,Electric,,272,61,31,41,59,35,45,9,False,False,False,False,False,False,False,0938_Tadbulb.png
939,Bellibolt,Bellibolt,Electric,,495,109,64,91,103,83,45,9,False,False,False,False,False,False,False,0939_Bellibolt.png
940,Wattrel,Wattrel,Electric,Flying,280,40,40,35,55,40,70,9,False,False,False,False,False,False,False,0940_Wattrel.png
941,Kilowattrel,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,9,False,False,False,False,False,False,False,0941_Kilowattrel.png
942,Maschiff,Maschiff,Dark,,340,60,78,60,40,51,51,9,False,False,False,False,False,False,False,0942_Maschiff.png
943,Mabosstiff,Mabosstiff,Dark,,505,80,120,90,60,70,85,9,False,False,False,False,False,False,False,0943_Mabosstiff.png
944,Shroodle,Shroodle,Poison,Normal,290,40,65,35,40,35,75,9,False,False,False,False,False,False,False,0944_Shroodle.png
945,Grafaiai,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,9,False,False,False,False,False,False,False,0945_Grafaiai.png
946,Bramblin,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,9,False,False,False,False,False,False,False,0946_Bramblin.png
947,Brambleghast,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,9,False,False,False,False,False,False,False,0947_Brambleghast.png
948,Toedscool,Toedscool,Ground,Grass,335,40,40,35,50,100,70,9,False,False,False,False,False,False,False,0948_Toedscool.png
949,Toedscruel,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,9,False,False,False,False,False,False,False,0949_Toedscruel.png
950,Klawf,Klawf,Rock,,450,70,100,115,35,55,75,9,False,False,False,False,False,False,False,0950_Klawf.png
951,Capsakid,Capsakid,Grass,,304,50,62,40,62,40,50,9,False,False,False,False,False,False,False,0951_Capsakid.png
952,Scovillain,Scovillain,Grass,Fire,486,65,108,65,108,65,75,9,False,False,False,False,False,False,False,0952_Scovillain.png
953,Rellor,Rellor,Bug,,270,41,50,60,31,58,30,9,False,False,False,False,False,False,False,0953_Rellor.png
954,Rabsca,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,9,False,False,False,False,False,False,False,0954_Rabsca.png
955,Flittle,Flittle,Psychic,,255,30,35,30,55,30,75,9,False,False,False,False,False,False,False,0955_Flittle.png
956,Espathra,Espathra,Psychic,,481,95,60,60,101,60,105,9,False,False,False,False,False,False,False,0956_Espathra.png
957,Tinkatink,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,9,False,False,False,False,False,False,False,0957_Tinkatink.png
958,Tinkatuff,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,9,False,False,False,False,False,False,False,0958_Tinkatuff.png
959,Tinkaton,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,9,False,False,False,False,False,False,False,0959_Tinkaton.png
960,Wiglett,Wiglett,Water,,245,10,55,25,35,25,95,9,False,False,False,False,False,False,False,0960_Wiglett.png
961,Wugtrio,Wugtrio,Water,,425,35,100,50,50,70,120,9,False,False,False,False,False,False,False,0961_Wugtrio.png
962,Bombirdier,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,9,False,False,False,False,False,False,False,0962_Bombirdier.png
963,Finizen,Finizen,Water,,315,70,45,40,45,40,75,9,False,False,False,False,False,False,False,0963_Finizen.png
964,Palafin,Palafin Zero Form,Water,,457,100,70,72,53,62,100,9,False,False,False,False,False,False,False,0964_Palafin Zero Form.png
964,Palafin,Palafin Hero Form,Water,,650,100,160,97,106,87,100,9,False,False,False,False,False,False,False,0964_Palafin Hero Form.png
965,Varoom,Varoom,Steel,Poison,300,45,70,63,30,45,47,9,False,False,False,False,False,False,False,0965_Varoom.png
966,Revavroom,Revavroom,Steel,Poison,500,80,119,90,54,67,90,9,False,False,False,False,False,False,False,0966_Revavroom.png
967,Cyclizar,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,9,False,False,False,False,False,False,False,0967_Cyclizar.png
968,Orthworm,Orthworm,Steel,,480,70,85,145,60,55,65,9,False,False,False,False,False,False,False,0968_Orthworm.png
969,Glimmet,Glimmet,Rock,Poison,350,48,35,42,105,60,60,9,False,False,False,False,False,False,False,0969_Glimmet.png
970,Glimmora,Glimmora,Rock,Poison,525,83,55,90,130,81,86,9,False,False,False,False,False,False,False,0970_Glimmora.png
971,Greavard,Greavard,Ghost,,290,50,61,60,30,55,34,9,False,False,False,False,False,False,False,0971_Greavard.png
972,Houndstone,Houndstone,Ghost,,488,72,101,100,50,97,68,9,False,False,False,False,False,False,False,0972_Houndstone.png
973,Flamigo,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,9,False,False,False,False,False,False,False,0973_Flamigo.png
974,Cetoddle,Cetoddle,Ice,,334,108,68,45,30,40,43,9,False,False,False,False,False,False,False,0974_Cetoddle.png
975,Cetitan,Cetitan,Ice,,521,170,113,65,45,55,73,9,False,False,False,False,False,False,False,0975_Cetitan.png
976,Veluza,Veluza,Water,Psychic,478,90,102,73,78,65,70,9,False,False,False,False,False,False,False,0976_Veluza.png
977,Dondozo,Dondozo,Water,,530,150,100,115,65,65,35,9,False,False,False,False,False,False,False,0977_Dondozo.png
978,Tatsugiri,Tatsugiri,Dragon,Water,475,68,50,60,120,95,82,9,False,False,False,False,False,False,False,0978_Tatsugiri.png
979,Annihilape,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,9,False,False,False,False,False,False,False,0979_Annihilape.png
980,Clodsire,Clodsire,Poison,Ground,430,130,75,60,45,100,20,9,False,False,False,False,False,False,False,0980_Clodsire.png
981,Farigiraf,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,9,False,False,False,False,False,False,False,0981_Farigiraf.png
982,Dudunsparce,Dudunsparce,Normal,,520,125,100,80,85,75,55,9,False,False,False,False,False,False,False,0982_Dudunsparce.png
983,Kingambit,Kingambit,Dark,Steel,550,100,135,120,60,85,50,9,False,False,False,False,False,False,False,0983_Kingambit.png
984,Great Tusk,Great Tusk,Ground,Fighting,570,115,131,131,53,53,87,9,False,True,False,False,False,False,False,0984_Great Tusk.png
985,Scream Tail,Scream Tail,Fairy,Psychic,570,115,65,99,65,115,111,9,False,True,False,False,False,False,False,0985_Scream Tail.png
986,Brute Bonnet,Brute Bonnet,Grass,Dark,570,111,127,99,79,99,55,9,False,True,False,False,False,False,False,0986_Brute Bonnet.png
987,Flutter Mane,Flutter Mane,Ghost,Fairy,570,55,55,55,135,135,135,9,False,True,False,False,False,False,False,0987_Flutter Mane.png
988,Slither Wing,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81,9,False,True,False,False,False,False,False,0988_Slither Wing.png
989,Sandy Shocks,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101,9,False,True,False,False,False,False,False,0989_Sandy Shocks.png
990,Iron Treads,Iron Treads,Ground,Steel,570,90,112,120,72,70,106,9,False,True,False,False,False,False,False,0990_Iron Treads.png
991,Iron Bundle,Iron Bundle,Ice,Water,570,56,80,114,124,60,136,9,False,True,False,False,False,False,False,0991_Iron Bundle.png
992,Iron Hands,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50,9,False,True,False,False,False,False,False,0992_Iron Hands.png
993,Iron Jugulis,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108,9,False,True,False,False,False,False,False,0993_Iron Jugulis.png
994,Iron Moth,Iron Moth,Fire,Poison,570,80,70,60,140,110,110,9,False,True,False,False,False,False,False,0994_Iron Moth.png
995,Iron Thorns,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72,9,False,True,False,False,False,False,False,0995_Iron Thorns.png
996,Frigibax,Frigibax,Dragon,Ice,320,65,75,45,35,45,55,9,False,False,False,False,False,False,False,0996_Frigibax.png
997,Arctibax,Arctibax,Dragon,Ice,423,90,95,66,45,65,62,9,False,False,False,False,False,False,False,0997_Arctibax.png
998,Baxcalibur,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,9,False,False,False,True,False,False,False,0998_Baxcalibur.png
999,Gimmighoul,Gimmighoul Chest Form,Ghost,,300,45,30,70,75,70,10,9,False,False,False,False,False,False,False,0999_Gimmighoul Chest Form.png
999,Gimmighoul,Gimmighoul Roaming Form,Ghost,,300,45,30,25,75,45,80,9,False,False,False,False,False,False,False,0999_Gimmighoul Roaming Form.png
1000,Gholdengo,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,9,False,False,False,False,False,False,False,1000_Gholdengo.png
1001,Wo-Chien,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,9,False,False,True,False,False,False,False,1001_Wo-Chien.png
1002,Chien-Pao,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135,9,False,False,True,False,False,False,False,1002_Chien-Pao.png
1003,Ting-Lu,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,9,False,False,True,False,False,False,False,1003_Ting-Lu.png
1004,Chi-Yu,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100,9,False,False,True,False,False,False,False,1004_Chi-Yu.png
1005,Roaring Moon,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119,9,False,True,False,False,False,False,False,1005_Roaring Moon.png
1006,Iron Valiant,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116,9,False,True,False,False,False,False,False,1006_Iron Valiant.png
1007,Koraidon,Koraidon Apex Build,Fighting,Dragon,670,100,135,115,85,100,135,9,False,True,True,False,False,False,False,1007_Koraidon Apex Build.png
1008,Miraidon,Miraidon Ultimate Mode,Electric,Dragon,670,100,85,100,135,115,135,9,False,True,True,False,False,False,False,1008_Miraidon Ultimate Mode.png
1009,Walking Wake,Walking Wake,Water,Dragon,590,99,83,91,125,83,109,9,False,True,False,False,False,False,False,1009_Walking Wake.png
1010,Iron Leaves,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104,9,False,True,False,False,False,False,False,1010_Iron Leaves.png
